keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,new,change,changetype_1,changetype_2,cluster
652-1957,645-1957,607,607,652,SYR,645,IRQ,1957,17,4,1957,26,5,1957,5,3,2,18,4,0,3,4,1,1,1,2,18,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,40,40,17,17,7,75,75,49,0,0,0,0,cluster3
651-1957,663-1957,607,607,651,EGY,663,JOR,1957,13,10,1957,19,11,1957,5,3,0,7,3,0,3,4,1,0,0,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,38,38,7,7,0,49,49,75,0,0,0,0,cluster3
663-1957,651-1957,607,607,663,JOR,651,EGY,1957,13,10,1957,19,11,1957,5,3,0,7,3,0,3,4,0,0,0,0,0,1,1,1,0,0,0,7,3,0,3,2,3,1,0,1,38,38,7,0,7,49,75,49,0,0,0,0,cluster2
652-1957,663-1957,607,607,652,SYR,663,JOR,1957,13,4,1957,19,11,1957,5,3,2,18,4,0,3,4,1,1,1,2,18,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,221,221,17,17,0,75,75,100,0,0,0,0,cluster3
663-1957,652-1957,607,607,663,JOR,652,SYR,1957,13,4,1957,19,11,1957,5,3,2,18,4,0,3,4,0,0,0,0,0,1,1,1,1,1,2,18,4,1,3,1,3,1,0,1,221,221,17,0,17,75,100,75,0,0,0,0,cluster2
Feb-58,365-1958,608,608,2,USA,365,RUS,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,0,0,0,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,1,55,55,15,7,15,81,49,81,0,0,0,0,cluster2
Feb-59,365-1959,608,608,2,USA,365,RUS,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,0,0,0,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,2,175,230,15,7,15,81,49,81,0,0,0,0,cluster2
365-1958,Feb-58,608,608,365,RUS,2,USA,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,7,3,1,1,3,1,3,0,1,55,55,15,15,7,81,81,49,0,0,0,0,cluster3
365-1959,Feb-59,608,608,365,RUS,2,USA,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,7,3,1,1,3,1,3,0,2,175,230,15,15,7,81,81,49,0,0,0,0,cluster3
200-1958,365-1958,608,608,200,UKG,365,RUS,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,0,0,0,0,2,2,1,1,1,1,0,17,4,1,3,1,3,1,0,1,55,55,15,1,15,81,30,81,0,0,0,0,cluster2
200-1959,365-1959,608,608,200,UKG,365,RUS,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,0,0,0,0,2,2,1,1,1,1,0,17,4,1,3,1,3,1,0,2,175,230,15,1,15,81,30,81,0,0,0,0,cluster2
365-1958,200-1958,608,608,365,RUS,200,UKG,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,2,2,1,1,3,1,3,0,1,55,55,15,15,1,81,81,30,0,0,0,0,cluster3
365-1959,200-1959,608,608,365,RUS,200,UKG,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,2,2,1,1,3,1,3,0,2,175,230,15,15,1,81,81,30,0,0,0,0,cluster3
220-1958,365-1958,608,608,220,FRN,365,RUS,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,0,0,0,0,0,1,1,1,1,1,0,17,4,1,3,1,3,1,0,1,55,55,15,0,15,81,49,81,0,0,0,0,cluster2
220-1959,365-1959,608,608,220,FRN,365,RUS,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,0,0,0,0,0,1,1,1,1,1,0,17,4,1,3,1,3,1,0,2,175,230,15,0,15,81,0,81,0,0,0,0,cluster2
365-1958,220-1958,608,608,365,RUS,220,FRN,1958,7,11,1958,23,6,1959,0,0,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,55,55,15,15,0,81,81,49,0,0,0,0,cluster3
365-1959,220-1959,608,608,365,RUS,220,FRN,1959,7,11,1958,23,6,1959,5,3,0,17,4,0,1,3,1,1,1,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,175,230,15,15,0,81,81,75,0,0,0,0,cluster3
200-1962,678-1962,610,610,200,UKG,678,YAR,1962,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,71,71,16,16,16,65,65,65,0,0,0,0,cluster2
200-1963,678-1963,610,610,200,UKG,678,YAR,1963,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,365,436,16,16,16,65,65,65,0,0,0,0,cluster2
200-1964,678-1964,610,610,200,UKG,678,YAR,1964,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,3,366,802,16,16,16,65,65,65,0,0,0,0,cluster2
200-1965,678-1965,610,610,200,UKG,678,YAR,1965,22,10,1962,30,6,1965,5,3,0,19,4,1,1,1,0,0,0,9,19,4,1,1,1,1,9,19,4,1,3,1,3,1,0,4,182,984,16,16,16,65,65,65,0,0,0,0,cluster2
678-1962,200-1962,610,610,678,YAR,200,UKG,1962,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,1,1,1,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,71,71,16,16,16,65,65,65,0,0,0,0,cluster3
678-1963,200-1963,610,610,678,YAR,200,UKG,1963,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,1,1,1,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,2,365,436,16,16,16,65,65,65,0,0,0,0,cluster3
678-1964,200-1964,610,610,678,YAR,200,UKG,1964,22,10,1962,30,6,1965,0,0,0,19,4,1,1,1,1,1,1,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,3,366,802,16,16,16,65,65,65,0,0,0,0,cluster3
678-1965,200-1965,610,610,678,YAR,200,UKG,1965,22,10,1962,30,6,1965,5,3,0,19,4,1,1,1,1,1,1,9,19,4,1,0,0,0,9,19,4,1,1,3,1,3,0,4,182,984,16,16,16,65,65,65,0,0,0,0,cluster3
Feb-64,365-1964,611,611,2,USA,365,RUS,1964,25,2,1964,18,4,1965,0,0,0,7,3,0,8,3,1,0,0,0,2,2,1,0,0,0,0,7,3,0,1,4,1,3,0,1,311,311,7,1,7,49,30,49,0,0,0,0,cluster3
Feb-65,365-1965,611,611,2,USA,365,RUS,1965,25,2,1964,18,4,1965,2,2,0,7,3,0,8,3,1,0,0,0,2,2,1,0,0,0,0,7,3,0,1,4,1,3,0,2,109,420,7,1,7,49,30,49,0,0,0,0,cluster3
365-1964,Feb-64,611,611,365,RUS,2,USA,1964,25,2,1964,18,4,1965,0,0,0,7,3,0,8,3,0,0,0,0,7,3,0,1,0,0,0,2,2,1,4,1,3,1,0,1,311,311,7,7,1,49,49,30,0,0,0,0,cluster2
365-1965,Feb-65,611,611,365,RUS,2,USA,1965,25,2,1964,18,4,1965,1,2,0,7,3,0,8,3,0,0,0,0,7,3,0,1,0,0,0,2,2,1,4,1,3,1,0,2,109,420,7,7,1,49,49,30,0,0,0,0,cluster2
Feb-64,710-1964,611,611,2,USA,710,CHN,1964,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,1,179,179,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-65,710-1965,611,611,2,USA,710,CHN,1965,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,2,365,544,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-66,710-1966,611,611,2,USA,710,CHN,1966,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,3,365,909,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-67,710-1967,611,611,2,USA,710,CHN,1967,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,4,365,1274,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-68,710-1968,611,611,2,USA,710,CHN,1968,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,5,366,1640,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-69,710-1969,611,611,2,USA,710,CHN,1969,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,6,365,2005,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-70,710-1970,611,611,2,USA,710,CHN,1970,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,1,0,0,0,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,7,365,2370,17,17,1,75,75,30,0,0,0,0,cluster3
Feb-71,710-1971,611,611,2,USA,710,CHN,1971,6,7,1964,31,12,1971,2,2,0,18,4,0,8,3,1,0,0,6,18,4,1,0,0,0,0,2,2,0,1,4,1,3,0,8,365,2735,17,17,1,75,75,30,0,0,0,0,cluster3
710-1964,Feb-64,611,611,710,CHN,2,USA,1964,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,1,179,179,17,1,17,75,30,75,0,0,0,0,cluster2
710-1965,Feb-65,611,611,710,CHN,2,USA,1965,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,2,365,544,17,1,17,75,30,75,0,0,0,0,cluster2
710-1966,Feb-66,611,611,710,CHN,2,USA,1966,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,3,365,909,17,1,17,75,30,75,0,0,0,0,cluster2
710-1967,Feb-67,611,611,710,CHN,2,USA,1967,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,4,365,1274,17,1,17,75,30,75,0,0,0,0,cluster2
710-1968,Feb-68,611,611,710,CHN,2,USA,1968,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,5,366,1640,17,1,17,75,30,75,0,0,0,0,cluster2
710-1969,Feb-69,611,611,710,CHN,2,USA,1969,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,6,365,2005,17,1,17,75,30,75,0,0,0,0,cluster2
710-1970,Feb-70,611,611,710,CHN,2,USA,1970,6,7,1964,31,12,1971,0,0,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,0,18,4,1,4,1,3,1,0,7,365,2370,17,1,17,75,30,75,0,0,0,0,cluster2
710-1971,Feb-71,611,611,710,CHN,2,USA,1971,6,7,1964,31,12,1971,1,2,0,18,4,0,8,3,0,0,0,0,2,2,0,1,0,0,6,18,4,1,4,1,3,1,0,8,365,2735,17,1,17,75,30,75,0,0,0,0,cluster2
Feb-64,816-1964,611,611,2,USA,816,DRV,1964,23,2,1964,27,1,1973,0,0,0,19,4,0,8,3,1,0,0,0,19,4,1,0,1,3,0,19,4,1,1,3,1,3,0,1,313,313,16,16,16,65,65,65,0,1,0,0,cluster3
Feb-65,816-1965,611,611,2,USA,816,DRV,1965,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,2,365,678,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-66,816-1966,611,611,2,USA,816,DRV,1966,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,3,365,1043,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-67,816-1967,611,611,2,USA,816,DRV,1967,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,4,365,1408,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-68,816-1968,611,611,2,USA,816,DRV,1968,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,5,366,1774,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-69,816-1969,611,611,2,USA,816,DRV,1969,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,6,365,2139,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-70,816-1970,611,611,2,USA,816,DRV,1970,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,7,365,2504,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-71,816-1971,611,611,2,USA,816,DRV,1971,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,8,365,2869,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-72,816-1972,611,611,2,USA,816,DRV,1972,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,1,0,0,0,22,5,1,0,1,3,0,22,5,1,1,3,1,3,1,9,366,3235,20,20,20,100,100,100,0,1,0,0,cluster1
Feb-73,816-1973,611,611,2,USA,816,DRV,1973,23,2,1964,27,1,1973,2,2,6,22,5,0,8,3,1,0,0,6,22,5,1,0,1,3,6,22,5,1,1,3,1,3,1,10,28,3263,20,20,20,100,100,100,0,1,0,0,cluster1
816-1964,Feb-64,611,611,816,DRV,2,USA,1964,23,2,1964,27,1,1973,0,0,0,19,4,0,8,3,0,1,3,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,313,313,16,16,16,65,65,65,0,1,0,0,cluster2
816-1965,Feb-65,611,611,816,DRV,2,USA,1965,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,2,365,678,20,20,20,100,100,100,0,1,0,0,cluster1
816-1966,Feb-66,611,611,816,DRV,2,USA,1966,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,3,365,1043,20,20,20,100,100,100,0,1,0,0,cluster1
816-1967,Feb-67,611,611,816,DRV,2,USA,1967,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,4,365,1408,20,20,20,100,100,100,0,1,0,0,cluster1
816-1968,Feb-68,611,611,816,DRV,2,USA,1968,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,5,366,1774,20,20,20,100,100,100,0,1,0,0,cluster1
816-1969,Feb-69,611,611,816,DRV,2,USA,1969,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,6,365,2139,20,20,20,100,100,100,0,1,0,0,cluster1
816-1970,Feb-70,611,611,816,DRV,2,USA,1970,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,7,365,2504,20,20,20,100,100,100,0,1,0,0,cluster1
816-1971,Feb-71,611,611,816,DRV,2,USA,1971,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,8,365,2869,20,20,20,100,100,100,0,1,0,0,cluster1
816-1972,Feb-72,611,611,816,DRV,2,USA,1972,23,2,1964,27,1,1973,0,0,0,22,5,0,8,3,0,1,3,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,9,366,3235,20,20,20,100,100,100,0,1,0,0,cluster1
816-1973,Feb-73,611,611,816,DRV,2,USA,1973,23,2,1964,27,1,1973,1,2,6,22,5,0,8,3,0,1,3,6,22,5,1,1,0,0,6,22,5,1,3,1,3,1,1,10,28,3263,20,20,20,100,100,100,0,1,0,0,cluster1
365-1965,732-1965,611,611,365,RUS,732,ROK,1965,8,1,1965,18,4,1965,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,1,3,0,1,101,101,1,1,0,30,30,65,0,0,0,0,cluster3
732-1965,365-1965,611,611,732,ROK,365,RUS,1965,8,1,1965,18,4,1965,5,3,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,3,1,0,1,101,101,1,0,1,30,100,30,0,0,0,0,cluster2
365-1964,817-1964,611,611,365,RUS,817,RVN,1964,7,7,1964,18,4,1965,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,1,3,0,1,178,178,1,1,0,30,30,100,0,0,0,0,cluster3
365-1965,817-1965,611,611,365,RUS,817,RVN,1965,7,7,1964,18,4,1965,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,1,3,0,2,109,287,1,1,0,30,30,100,0,0,0,0,cluster3
817-1964,365-1964,611,611,817,RVN,365,RUS,1964,7,7,1964,18,4,1965,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,3,1,0,1,178,178,1,0,1,30,100,30,0,0,0,0,cluster2
817-1965,365-1965,611,611,817,RVN,365,RUS,1965,7,7,1964,18,4,1965,5,3,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,3,1,0,2,109,287,1,0,1,30,100,30,0,0,0,0,cluster2
365-1964,900-1964,611,611,365,RUS,900,AUL,1964,8,8,1964,18,4,1965,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,1,3,0,1,146,146,1,1,0,30,30,100,0,0,0,0,cluster3
365-1965,900-1965,611,611,365,RUS,900,AUL,1965,8,8,1964,18,4,1965,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,1,3,0,2,109,255,1,1,0,30,30,100,0,0,0,0,cluster3
900-1964,365-1964,611,611,900,AUL,365,RUS,1964,8,8,1964,18,4,1965,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,3,1,0,1,146,146,1,0,1,30,100,30,0,0,0,0,cluster2
900-1965,365-1965,611,611,900,AUL,365,RUS,1965,8,8,1964,18,4,1965,5,3,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,3,1,0,2,109,255,1,0,1,30,100,30,0,0,0,0,cluster2
365-1965,920-1965,611,611,365,RUS,920,NEW,1965,24,5,1965,18,6,1965,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,2,2,0,4,2,1,3,0,1,26,26,1,1,1,30,30,30,0,0,0,0,cluster3
920-1965,365-1965,611,611,920,NEW,365,RUS,1965,24,5,1965,18,6,1965,5,3,0,2,2,0,8,3,1,0,0,0,2,2,0,0,0,0,0,2,2,0,2,4,3,1,0,1,26,26,1,1,1,30,30,30,0,0,0,0,cluster2
710-1965,732-1965,611,611,710,CHN,732,ROK,1965,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,1,177,177,1,1,0,30,30,100,0,0,0,0,cluster2
710-1966,732-1966,611,611,710,CHN,732,ROK,1966,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,2,365,542,1,1,0,30,30,100,0,0,0,0,cluster2
710-1967,732-1967,611,611,710,CHN,732,ROK,1967,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,3,365,907,1,1,0,30,30,100,0,0,0,0,cluster2
710-1968,732-1968,611,611,710,CHN,732,ROK,1968,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,4,366,1273,1,1,0,30,30,100,0,0,0,0,cluster2
710-1969,732-1969,611,611,710,CHN,732,ROK,1969,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,5,365,1638,1,1,0,30,30,100,0,0,0,0,cluster2
710-1970,732-1970,611,611,710,CHN,732,ROK,1970,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,6,365,2003,1,1,0,30,30,100,0,0,0,0,cluster2
710-1971,732-1971,611,611,710,CHN,732,ROK,1971,8,7,1965,31,1,1971,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,6,0,1,0,4,2,3,1,0,7,32,2035,1,1,0,30,30,100,0,0,0,0,cluster2
732-1965,710-1965,611,611,732,ROK,710,CHN,1965,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,1,177,177,1,0,1,30,100,30,0,0,0,0,cluster3
732-1966,710-1966,611,611,732,ROK,710,CHN,1966,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,2,365,542,1,0,1,30,30,30,0,0,0,0,cluster3
732-1967,710-1967,611,611,732,ROK,710,CHN,1967,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,3,365,907,1,0,1,30,0,30,0,0,0,0,cluster3
732-1968,710-1968,611,611,732,ROK,710,CHN,1968,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,4,366,1273,1,0,1,30,30,30,0,0,0,0,cluster3
732-1969,710-1969,611,611,732,ROK,710,CHN,1969,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,5,365,1638,1,0,1,30,30,30,0,0,0,0,cluster3
732-1970,710-1970,611,611,732,ROK,710,CHN,1970,8,7,1965,31,1,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,6,365,2003,1,0,1,30,0,30,0,0,0,0,cluster3
732-1971,710-1971,611,611,732,ROK,710,CHN,1971,8,7,1965,31,1,1971,5,3,0,2,2,0,8,3,1,0,0,6,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,7,32,2035,1,0,1,30,0,30,0,0,0,0,cluster3
710-1967,800-1967,611,611,710,CHN,800,THI,1967,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,1,102,102,1,1,0,30,30,0,0,0,0,0,cluster2
710-1968,800-1968,611,611,710,CHN,800,THI,1968,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,2,366,468,1,1,0,30,30,0,0,0,0,0,cluster2
710-1969,800-1969,611,611,710,CHN,800,THI,1969,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,3,365,833,1,1,0,30,30,30,0,0,0,0,cluster2
710-1970,800-1970,611,611,710,CHN,800,THI,1970,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,4,365,1198,1,1,0,30,30,30,0,0,0,0,cluster2
710-1971,800-1971,611,611,710,CHN,800,THI,1971,21,9,1967,31,12,1971,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,6,0,1,0,4,2,3,1,0,5,365,1563,1,1,0,30,30,30,0,0,0,0,cluster2
800-1967,710-1967,611,611,800,THI,710,CHN,1967,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,1,102,102,1,0,1,30,30,30,0,0,0,0,cluster3
800-1968,710-1968,611,611,800,THI,710,CHN,1968,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,2,366,468,1,0,1,30,30,30,0,0,0,0,cluster3
800-1969,710-1969,611,611,800,THI,710,CHN,1969,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,3,365,833,1,0,1,30,30,30,0,0,0,0,cluster3
800-1970,710-1970,611,611,800,THI,710,CHN,1970,21,9,1967,31,12,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,4,365,1198,1,0,1,30,30,30,0,0,0,0,cluster3
800-1971,710-1971,611,611,800,THI,710,CHN,1971,21,9,1967,31,12,1971,5,3,0,2,2,0,8,3,1,0,0,6,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,5,365,1563,1,0,1,30,30,30,0,0,0,0,cluster3
710-1970,811-1970,611,611,710,CHN,811,CAM,1970,13,3,1970,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,1,294,294,1,1,0,30,30,0,0,0,0,0,cluster2
710-1971,811-1971,611,611,710,CHN,811,CAM,1971,13,3,1970,31,12,1971,5,3,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,6,0,1,0,4,2,3,1,0,2,365,659,1,1,0,30,30,0,0,0,0,0,cluster2
811-1970,710-1970,611,611,811,CAM,710,CHN,1970,13,3,1970,31,12,1971,0,0,0,2,2,0,8,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,1,294,294,1,0,1,30,30,30,0,0,0,0,cluster3
811-1971,710-1971,611,611,811,CAM,710,CHN,1971,13,3,1970,31,12,1971,5,3,0,2,2,0,8,3,1,0,0,6,0,1,0,0,0,0,0,2,2,0,2,4,1,3,0,2,365,659,1,0,1,30,0,30,0,0,0,0,cluster3
710-1964,817-1964,611,611,710,CHN,817,RVN,1964,6,7,1964,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,1,179,179,1,1,0,30,30,30,0,0,0,0,cluster2
710-1965,817-1965,611,611,710,CHN,817,RVN,1965,6,7,1964,31,12,1971,0,0,0,2,2,0,8,3,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,2,3,1,0,2,365,544,1,1,0,30,30,30,0,0,0,0,cluster2
