keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2,milex_a,milex_b,milper_a,milper_b,irst_a,irst_b,pec_a,pec_b,tpop_a,tpop_b,upop_a,upop_b,cinc_a,cinc_b,milex_ratio,milper_ratio,irst_ratio,pec_ratio,tpop_ratio,upop_ratio,cinc_ratio,power_asymmetry
451-1999,450-1999,4256,4256,451,SIE,450,LBR,1999,9,4,1999,30,10,1999,8,3,0,13,3,0,2,1,1,1,2,0,13,3,1,0,1,2,0,2,2,1,1,3,1,3,0,1,205,205,11,11,1,49,49,30,0,0,0,0,0,11000,25000,3,5,0,0,1641,1334,4717,2930,695,629,0.000238542,0.00019754,0.44,0.6,,1.230134933,1.609897611,1.104928458,1.2075627,4.10019E-05
450-1999,475-1999,4256,4256,450,LBR,475,NIG,1999,9,4,1999,9,4,1999,8,3,0,8,3,0,2,1,0,0,0,0,8,3,1,1,1,2,0,0,1,1,3,1,3,1,0,1,1,1,7,7,0,84,84,0,0,0,0,0,0,25000,2237000,5,77,0,15,1334,66978,2930,108945,629,21291,0.00019754,0.006788012,0.011175682,0.064935065,0,0.019916988,0.026894304,0.029542999,0.029101309,0.006590472
475-1999,450-1999,4256,4256,475,NIG,450,LBR,1999,9,4,1999,9,4,1999,8,3,0,8,3,0,2,1,1,1,2,0,0,1,1,0,0,0,0,8,3,1,1,3,1,3,0,1,1,1,7,0,7,84,0,84,0,0,0,0,0,2237000,25000,77,5,15,0,66978,1334,108945,2930,21291,629,0.006788012,0.00019754,89.48,15.4,,50.2083958,37.18259386,33.84896661,34.36271597,0.006590472
438-2000,450-2000,4257,4257,438,GUI,450,LIB,2000,1,7,2000,25,5,2001,0,0,0,19,4,0,1,1,0,1,2,0,19,4,1,1,1,2,0,13,3,1,3,1,3,1,0,1,184,184,16,16,11,65,65,49,0,0,0,0,0,46000,25000,10,15,0,0,3701,1497,7430,3154,908,655,0.000410771,0.000280744,1.84,0.666666667,,2.472277889,2.355738744,1.386259542,1.463152817,0.000130027
438-2001,450-2001,4257,4257,438,GUI,450,LIB,2001,1,7,2000,25,5,2001,6,1,1,19,4,0,1,1,0,1,2,0,19,4,1,1,1,2,1,13,3,1,3,1,3,1,0,2,146,330,16,16,11,65,65,49,0,0,0,0,0,45000,24000,10,15,0,0,3721,1560,7429,3155,937,681,0.00041425,0.000288514,1.875,0.666666667,,2.38525641,2.354675119,1.375917768,1.435805613,0.000125736
450-2000,438-2000,4257,4257,450,LIB,438,GUI,2000,1,7,2000,25,5,2001,0,0,0,19,4,0,1,1,1,1,2,0,13,3,1,0,1,2,0,19,4,1,1,3,1,3,0,1,184,184,16,11,16,65,49,65,0,0,0,0,0,25000,46000,15,10,0,0,1497,3701,3154,7430,655,908,0.000280744,0.000410771,0.543478261,1.5,,0.404485274,0.424495289,0.721365639,0.683455609,0.000130027
450-2001,438-2001,4257,4257,450,LIB,438,GUI,2001,1,7,2000,25,5,2001,6,1,1,19,4,0,1,1,1,1,2,1,13,3,1,0,1,2,0,19,4,1,1,3,1,3,0,2,146,330,16,11,16,65,49,65,0,0,0,0,0,24000,45000,15,10,0,0,1560,3721,3155,7429,681,937,0.000288514,0.00041425,0.533333333,1.5,,0.419242139,0.424687037,0.72678762,0.69647311,0.000125736
530-1998,531-1998,4258,4258,530,ETH,531,ERI,1998,6,5,1998,18,6,2000,0,0,0,22,5,0,1,1,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,1,240,240,20,20,20,100,100,100,0,0,1,0,0,387000,297000,200,100,0,0,26575,555,59649,3577,3235,449,0.003927605,0.000984514,1.303030303,2,,47.88288288,16.6757059,7.204899777,3.989383394,0.002943091
530-1999,531-1999,4258,4258,530,ETH,531,ERI,1999,6,5,1998,18,6,2000,0,0,0,22,5,0,1,1,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,2,365,605,20,20,20,100,100,100,0,0,1,0,0,444000,309000,300,215,0,0,27143,573,61095,3719,3421,469,0.004725706,0.00187209,1.436893204,1.395348837,,47.36998255,16.42780317,7.29424307,2.524294401,0.002853616
530-2000,531-2000,4258,4258,530,ETH,531,ERI,2000,6,5,1998,18,6,2000,6,1,6,22,5,0,1,1,0,0,0,6,22,5,1,1,1,1,6,22,5,1,3,1,3,1,1,3,171,776,20,20,20,100,100,100,0,0,1,0,0,670000,196000,352,200,0,0,27686,584,62565,3850,3645,499,0.005186452,0.001732021,3.418367347,1.76,,47.40753425,16.25064935,7.304609218,2.994451625,0.003454431
531-1998,530-1998,4258,4258,531,ERI,530,ETH,1998,6,5,1998,18,6,2000,0,0,0,22,5,0,1,1,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,240,240,20,20,20,100,100,100,0,0,1,0,0,297000,387000,100,200,0,0,555,26575,3577,59649,449,3235,0.000984514,0.003927605,0.76744186,0.5,,0.02088429,0.059967476,0.138794436,0.250665304,0.002943091
531-1999,530-1999,4258,4258,531,ERI,530,ETH,1999,6,5,1998,18,6,2000,0,0,0,22,5,0,1,1,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,2,365,605,20,20,20,100,100,100,0,0,1,0,0,309000,444000,215,300,0,0,573,27143,3719,61095,469,3421,0.00187209,0.004725706,0.695945946,0.716666667,,0.021110415,0.060872412,0.137094417,0.396150306,0.002853616
531-2000,530-2000,4258,4258,531,ERI,530,ETH,2000,6,5,1998,18,6,2000,6,1,6,22,5,0,1,1,1,1,1,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,3,171,776,20,20,20,100,100,100,0,0,1,0,0,196000,670000,200,352,0,0,584,27686,3850,62565,499,3645,0.001732021,0.005186452,0.292537313,0.568181818,,0.021093694,0.061536003,0.136899863,0.333950962,0.003454431
91-2001,93-2001,4259,4259,91,HON,93,NIC,2001,1,2,2001,31,3,2001,6,1,0,13,3,0,1,1,1,1,2,0,13,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,59,59,11,11,0,49,49,81,0,0,0,0,0,96000,27000,8,16,8,0,2561,3274,6530,5174,1556,1209,0.000424694,0.000416274,3.555555556,0.5,,0.78222358,1.262079629,1.287014061,1.020228694,8.42067E-06
93-2001,91-2001,4259,4259,93,NIC,91,HON,2001,1,2,2001,31,3,2001,6,1,0,13,3,0,1,1,0,1,2,0,0,1,1,1,1,2,0,13,3,1,3,1,3,1,0,1,59,59,11,0,11,49,81,49,0,0,0,0,0,27000,96000,16,8,0,8,3274,2561,5174,6530,1209,1556,0.000416274,0.000424694,0.28125,2,0,1.278406872,0.792343032,0.776992288,0.980172393,8.42067E-06
101-1999,110-1999,4260,4260,101,VEN,110,GUY,1999,3,10,1999,9,10,1999,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,7,7,12,12,8,65,65,20,0,0,0,0,0,1328000,7000,75,2,3261,0,160543,442,23706,855,11405,118,0.005080225,5.64249E-05,189.7142857,37.5,,363.219457,27.72631579,96.65254237,90.03512171,0.0050238
110-1999,101-1999,4260,4260,110,GUY,101,VEN,1999,3,10,1999,9,10,1999,5,3,0,14,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,14,3,1,3,1,3,1,0,1,7,7,12,8,12,65,20,65,0,0,0,0,0,7000,1328000,2,75,0,3261,442,160543,855,23706,118,11405,5.64249E-05,0.005080225,0.005271084,0.026666667,0,0.002753156,0.036066819,0.010346339,0.011106777,0.0050238
Feb-00,101-2000,4261,4261,2,USA,101,VEN,2000,21,10,2000,21,10,2000,5,3,0,14,3,0,1,1,1,1,4,0,14,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,12,12,0,65,65,0,0,0,0,0,0,303136000,1397000,1366,56,101803,3835,3283713,142070,278357,24170,75342,11663,0.14268766,0.004730811,216.9906943,24.39285714,26.54576271,23.11334553,11.51663219,6.459915974,30.16135352,0.137956849
101-2000,Feb-00,4261,4261,101,VEN,2,USA,2000,21,10,2000,21,10,2000,5,3,0,14,3,0,1,1,0,0,0,0,0,1,1,1,1,4,0,14,3,1,3,1,3,1,0,1,1,1,12,0,12,65,0,65,0,0,0,0,0,1397000,303136000,56,1366,3835,101803,142070,3283713,24170,278357,11663,75342,0.004730811,0.14268766,0.004608493,0.040995608,0.037670796,0.043265048,0.08683094,0.154800775,0.033155011,0.137956849
100-2000,101-2000,4262,4262,100,COL,101,VEN,2000,13,10,2000,23,11,2000,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,42,42,16,0,16,65,65,65,0,0,0,0,0,3062000,1397000,152,56,660,3835,46368,142070,42321,24170,20919,11663,0.005419036,0.004730811,2.191839656,2.714285714,0.172099087,0.326374323,1.75097228,1.793620852,1.14547728,0.000688226
101-2000,100-2000,4262,4262,101,VEN,100,COL,2000,13,10,2000,23,11,2000,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,42,42,16,16,0,65,65,65,0,0,0,0,0,1397000,3062000,56,152,3835,660,142070,46368,24170,42321,11663,20919,0.004730811,0.005419036,0.456237753,0.368421053,5.810606061,3.063966529,0.571111269,0.557531431,0.872998546,0.000688226
93-2001,100-2001,4263,4263,93,NIC,100,COL,2001,24,10,2001,30,11,2001,7,1,0,17,4,0,1,1,0,1,2,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,38,38,15,0,15,81,0,81,0,0,0,0,0,27000,2861000,16,158,0,638,3274,47375,5174,40806,1209,22117,0.000416274,0.005493915,0.00943726,0.101265823,0,0.069108179,0.126795079,0.054663833,0.075769931,0.005077641
100-2001,93-2001,4263,4263,100,COL,93,NIC,2001,24,10,2001,30,11,2001,7,1,0,17,4,0,1,1,1,0,0,0,17,4,1,0,1,2,0,0,1,1,1,3,1,3,0,1,38,38,15,15,0,81,81,0,0,0,0,0,0,2861000,27000,158,16,638,0,47375,3274,40806,5174,22117,1209,0.005493915,0.000416274,105.962963,9.875,,14.4700672,7.886741399,18.2936311,13.1978475,0.005077641
850-1999,900-1999,4264,4264,850,INS,900,AUL,1999,12,9,1999,26,9,1999,5,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,10,3,1,3,1,3,1,0,1,15,15,8,0,8,20,30,20,0,0,1,0,0,1502000,7775000,296,55,2891,8172,159883,183964,209255,18705,45540,13990,0.01498975,0.007651034,0.19318328,5.381818182,0.353768967,0.869099389,11.18711574,3.255182273,1.959179686,0.007338716
900-1999,850-1999,4264,4264,900,AUL,850,INS,1999,12,9,1999,26,9,1999,5,3,0,10,3,0,1,1,1,1,2,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,15,15,8,8,0,20,20,30,0,0,1,0,0,7775000,1502000,55,296,8172,2891,183964,159883,18705,209255,13990,45540,0.007651034,0.01498975,5.176431425,0.185810811,2.826703563,1.150616388,0.089388545,0.307202459,0.510417705,0.007338716
731-2001,740-2001,4266,4266,731,PRK,740,JPN,2001,22,12,2001,22,12,2001,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,2049000,39513000,1082,240,300,102866,30417,685733,23149,127149,8433,72384,0.010979373,0.047059998,0.051856351,4.508333333,0.002916416,0.044356914,0.18206199,0.116503647,0.233305854,0.036080625
740-2001,731-2001,4266,4266,740,JPN,731,PRK,2001,22,12,2001,22,12,2001,5,3,1,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,1,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,39513000,2049000,240,1082,102866,300,685733,30417,127149,23149,72384,8433,0.047059998,0.010979373,19.284041,0.22181146,342.8866667,22.54439951,5.492634671,8.58342227,4.286219076,0.036080625
Feb-94,645-1994,4269,4269,2,USA,645,IRQ,1994,2,8,1994,9,10,1995,0,0,0,13,3,0,7,1,1,0,0,0,13,3,1,0,1,2,0,13,3,1,1,3,1,3,0,1,152,152,11,11,11,49,49,49,0,0,0,0,0,293214000,2748000,1710,425,91244,0,2962511,40670,260602,19650,66457,14777,0.14568017,0.00640228,106.7008734,4.023529412,,72.84266044,13.2621883,4.497326927,22.75441959,0.13927789
Feb-95,645-1995,4269,4269,2,USA,645,IRQ,1995,2,8,1994,9,10,1995,5,3,0,13,3,0,7,1,1,0,0,0,13,3,1,0,1,2,0,13,3,1,1,3,1,3,0,2,283,435,11,11,11,49,49,49,0,0,0,0,0,277834000,1250000,1620,450,95191,0,2996708,42220,262755,20095,66945,15130,0.14037095,0.006276834,222.2672,3.6,,70.97839886,13.07564071,4.424653007,22.36333707,0.134094116
645-1994,Feb-94,4269,4269,645,IRQ,2,USA,1994,2,8,1994,9,10,1995,0,0,0,13,3,0,7,1,0,1,2,0,13,3,1,1,0,0,0,13,3,1,3,1,3,1,0,1,152,152,11,11,11,49,49,49,0,0,0,0,0,2748000,293214000,425,1710,0,91244,40670,2962511,19650,260602,14777,66457,0.00640228,0.14568017,0.009371995,0.248538012,0,0.013728219,0.075402338,0.222354304,0.043947506,0.13927789
645-1995,Feb-95,4269,4269,645,IRQ,2,USA,1995,2,8,1994,9,10,1995,5,3,0,13,3,0,7,1,0,1,2,0,13,3,1,1,0,0,0,13,3,1,3,1,3,1,0,2,283,435,11,11,11,49,49,49,0,0,0,0,0,1250000,277834000,450,1620,0,95191,42220,2996708,20095,262755,15130,66945,0.006276834,0.14037095,0.004499089,0.277777778,0,0.014088793,0.076478088,0.226006423,0.044716046,0.134094116
200-1994,645-1994,4269,4269,200,UKG,645,IRQ,1994,7,10,1994,20,10,1994,5,3,0,13,3,0,7,1,1,0,0,0,13,3,0,0,1,2,0,13,3,1,2,3,1,3,0,1,14,14,11,11,11,49,49,49,0,0,0,0,0,35409000,2748000,257,425,17286,0,347376,40670,58395,19650,49922,14777,0.024923373,0.00640228,12.88537118,0.604705882,,8.541332678,2.971755725,3.378358259,3.892890068,0.018521093
645-1994,200-1994,4269,4269,645,IRQ,200,UKG,1994,7,10,1994,20,10,1994,5,3,0,13,3,0,7,1,0,1,2,0,13,3,1,1,0,0,0,13,3,0,3,2,3,1,0,1,14,14,11,11,11,49,49,49,0,0,0,0,0,2748000,35409000,425,257,0,17286,40670,347376,19650,58395,14777,49922,0.00640228,0.024923373,0.077607388,1.653696498,0,0.117077749,0.336501413,0.296001763,0.256878561,0.018521093
220-1994,645-1994,4269,4269,220,FRN,645,IRQ,1994,9,10,1994,20,10,1994,5,3,0,13,3,0,7,1,1,0,0,0,13,3,0,0,1,2,0,0,1,1,2,3,1,3,0,1,12,12,11,11,0,49,49,0,0,0,0,0,0,45184000,2748000,506,425,18031,0,238462,40670,57900,19650,10121,14777,0.022904044,0.00640228,16.44250364,1.190588235,,5.863339071,2.946564885,0.684915747,3.577482285,0.016501764
645-1994,220-1994,4269,4269,645,IRQ,220,FRN,1994,9,10,1994,20,10,1994,5,3,0,13,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,13,3,0,3,2,3,1,0,1,12,12,11,0,11,49,0,49,0,0,0,0,0,2748000,45184000,425,506,0,18031,40670,238462,19650,57900,14777,10121,0.00640228,0.022904044,0.060817989,0.839920949,0,0.170551283,0.339378238,1.460033594,0.279526192,0.016501764
645-1994,690-1994,4269,4269,645,IRQ,690,KUW,1994,2,8,1994,9,10,1995,0,0,0,13,3,0,7,1,0,1,2,0,13,3,1,1,0,0,0,13,3,1,3,1,3,1,0,1,152,152,11,11,11,49,49,49,0,0,0,0,0,2748000,3133000,425,15,0,0,40670,79697,19650,1620,14777,296,0.00640228,0.001822252,0.877114587,28.33333333,,0.510307791,12.12962963,49.9222973,3.513389423,0.004580028
645-1995,690-1995,4269,4269,645,IRQ,690,KUW,1995,2,8,1994,9,10,1995,5,3,0,13,3,0,7,1,0,1,2,0,13,3,1,1,0,0,0,13,3,1,3,1,3,1,0,2,283,435,11,11,11,49,49,49,0,0,0,0,0,1250000,3489000,450,20,0,0,42220,84648,20095,1691,15130,299,0.006276834,0.001959864,0.358268845,22.5,,0.498771383,11.88350089,50.60200669,3.202687962,0.00431697
690-1994,645-1994,4269,4269,690,KUW,645,IRQ,1994,2,8,1994,9,10,1995,0,0,0,13,3,0,7,1,1,0,0,0,13,3,1,0,1,2,0,13,3,1,1,3,1,3,0,1,152,152,11,11,11,49,49,49,0,0,0,0,0,3133000,2748000,15,425,0,0,79697,40670,1620,19650,296,14777,0.001822252,0.00640228,1.140101892,0.035294118,,1.959601672,0.082442748,0.020031129,0.284625437,0.004580028
690-1995,645-1995,4269,4269,690,KUW,645,IRQ,1995,2,8,1994,9,10,1995,5,3,0,13,3,0,7,1,1,0,0,0,13,3,1,0,1,2,0,13,3,1,1,3,1,3,0,2,283,435,11,11,11,49,49,49,0,0,0,0,0,3489000,1250000,20,450,0,0,84648,42220,1691,20095,299,15130,0.001959864,0.006276834,2.7912,0.044444444,,2.004926575,0.084150286,0.019762062,0.312237724,0.00431697
645-1994,692-1994,4269,4269,645,IRQ,692,BAH,1994,12,10,1994,20,10,1994,5,3,0,13,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,13,3,0,3,2,3,1,0,1,9,9,11,0,11,49,0,49,0,0,0,0,0,2748000,261000,425,8,0,0,40670,27218,19650,557,14777,143,0.00640228,0.000481521,10.52873563,53.125,,1.494231758,35.27827648,103.3356643,13.29596159,0.00592076
692-1994,645-1994,4269,4269,692,BAH,645,IRQ,1994,12,10,1994,20,10,1994,5,3,0,13,3,0,7,1,1,0,0,0,13,3,0,0,1,2,0,0,1,1,2,3,1,3,0,1,9,9,11,11,0,49,49,0,0,0,0,0,0,261000,2748000,8,425,0,0,27218,40670,557,19650,143,14777,0.000481521,0.00640228,0.094978166,0.018823529,,0.669240226,0.028346056,0.009677201,0.075210807,0.00592076
645-1994,696-1994,4269,4269,645,IRQ,696,UAE,1994,15,10,1994,20,10,1994,5,3,0,13,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,13,3,0,3,2,3,1,0,1,6,6,11,0,11,49,65,49,0,0,0,0,0,2748000,2149000,425,60,0,45,40670,57862,19650,2157,14777,1608,0.00640228,0.001848815,1.278734295,7.083333333,0,0.702879264,9.109874826,9.189676617,3.462909385,0.004553465
696-1994,645-1994,4269,4269,696,UAE,645,IRQ,1994,15,10,1994,20,10,1994,5,3,0,13,3,0,7,1,1,0,0,0,13,3,0,0,1,2,0,0,1,1,2,3,1,3,0,1,6,6,11,11,0,49,49,65,0,0,0,0,0,2149000,2748000,60,425,45,0,57862,40670,2157,19650,1608,14777,0.001848815,0.00640228,0.78202329,0.141176471,,1.422719449,0.109770992,0.108817757,0.288774521,0.004553465
645-1994,698-1994,4269,4269,645,IRQ,698,OMA,1994,12,10,1994,20,10,1994,5,3,0,13,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,13,3,0,3,2,3,1,0,1,9,9,11,0,11,49,49,49,0,0,0,0,0,2748000,2063000,425,35,0,0,40670,11817,19650,2096,14777,0,0.00640228,0.00088311,1.332040717,12.14285714,,3.441651857,9.375,,7.249696499,0.00551917
698-1994,645-1994,4269,4269,698,OMA,645,IRQ,1994,12,10,1994,20,10,1994,5,3,0,13,3,0,7,1,1,0,0,0,13,3,0,0,1,2,0,0,1,1,2,3,1,3,0,1,9,9,11,11,0,49,49,49,0,0,0,0,0,2063000,2748000,35,425,0,0,11817,40670,2096,19650,0,14777,0.00088311,0.00640228,0.750727802,0.082352941,,0.290558151,0.106666667,0,0.137936809,0.00551917
Feb-96,645-1996,4271,4271,2,USA,645,IRQ,1996,30,8,1996,4,11,1996,4,3,0,19,4,0,3,1,1,0,0,0,19,4,1,0,1,2,,19,4,1,1,3,1,3,0,1,67,67,16,16,16,65,65,65,0,0,0,0,0,277254000,1277000,1570,450,95535,0,3055692,42530,265284,20607,67433,15492,0.13841243,0.006299665,217.1135474,3.488888889,,71.84791912,12.87348959,4.352762716,21.97139635,0.132112765
645-1996,Feb-96,4271,4271,645,IRQ,2,USA,1996,30,8,1996,4,11,1996,3,3,0,19,4,0,3,1,0,1,2,,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,67,67,16,16,16,65,65,65,0,0,0,0,0,1277000,277254000,450,1570,0,95535,42530,3055692,20607,265284,15492,67433,0.006299665,0.13841243,0.004605885,0.286624204,0,0.013918288,0.077679016,0.229739148,0.045513721,0.132112765
200-1996,645-1996,4271,4271,200,UKG,645,IRQ,1996,2,11,1996,2,11,1996,4,3,0,19,4,0,3,1,1,0,0,0,19,4,0,0,1,2,,19,4,1,2,3,1,3,0,1,1,1,16,16,16,65,65,65,0,0,0,0,0,35266000,1277000,221,450,17992,0,367380,42530,58801,20607,52148,15492,0.02405473,0.006299665,27.61628818,0.491111111,,8.638137785,2.853447858,3.366124451,3.818414336,0.017755065
645-1996,200-1996,4271,4271,645,IRQ,200,UKG,1996,2,11,1996,2,11,1996,3,3,0,19,4,0,3,1,0,1,2,,19,4,1,1,0,0,0,19,4,0,3,2,3,1,0,1,1,1,16,16,16,65,65,65,0,0,0,0,0,1277000,35266000,450,221,0,17992,42530,367380,20607,58801,15492,52148,0.006299665,0.02405473,0.036210514,2.036199095,0,0.115765692,0.350453224,0.297077549,0.261888814,0.017755065
645-1996,690-1996,4271,4271,645,IRQ,690,KUW,1996,4,9,1996,6,9,1996,3,3,0,10,3,0,3,1,0,0,0,0,10,3,0,1,1,2,0,0,1,1,3,2,3,1,0,1,3,3,8,8,0,20,20,49,0,0,0,0,0,1277000,3973000,450,22,0,0,42530,81813,20607,1754,15492,301,0.006299665,0.001995845,0.321419582,20.45454545,,0.519844035,11.74857469,51.46843854,3.15638975,0.00430382
690-1996,645-1996,4271,4271,690,KUW,645,IRQ,1996,4,9,1996,6,9,1996,4,3,0,10,3,0,3,1,1,1,2,0,0,1,1,0,0,0,0,10,3,0,2,3,1,3,0,1,3,3,8,0,8,20,49,20,0,0,0,0,0,3973000,1277000,22,450,0,0,81813,42530,1754,20607,301,15492,0.001995845,0.006299665,3.111198121,0.048888889,,1.923653891,0.085116708,0.019429383,0.316817655,0.00430382
645-1996,690-1996,4272,4272,645,IRQ,690,KUW,1996,1,10,1996,25,9,1997,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,92,92,17,17,17,75,75,75,0,0,0,0,0,1277000,3973000,450,22,0,0,42530,81813,20607,1754,15492,301,0.006299665,0.001995845,0.321419582,20.45454545,,0.519844035,11.74857469,51.46843854,3.15638975,0.00430382
645-1997,690-1997,4272,4272,645,IRQ,690,KUW,1997,1,10,1996,25,9,1997,5,3,0,18,4,1,1,1,0,1,1,,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,2,269,361,17,17,17,75,75,75,0,0,0,0,0,1250000,3618000,400,28,0,0,42265,90669,21177,1809,15862,304,0.005913548,0.002095645,0.345494748,14.28571429,,0.466146092,11.70646766,52.17763158,2.821826892,0.003817903
690-1996,645-1996,4272,4272,690,KUW,645,IRQ,1996,1,10,1996,25,9,1997,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,92,92,17,17,17,75,75,75,0,0,0,0,0,3973000,1277000,22,450,0,0,81813,42530,1754,20607,301,15492,0.001995845,0.006299665,3.111198121,0.048888889,,1.923653891,0.085116708,0.019429383,0.316817655,0.00430382
690-1997,645-1997,4272,4272,690,KUW,645,IRQ,1997,1,10,1996,25,9,1997,5,3,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,,18,4,1,1,3,1,3,0,2,269,361,17,17,17,75,75,75,0,0,0,0,0,3618000,1250000,28,400,0,0,90669,42265,1809,21177,304,15862,0.002095645,0.005913548,2.8944,0.07,,2.145250207,0.085422864,0.019165301,0.354380349,0.003817903
Feb-97,645-1997,4273,4273,2,USA,645,IRQ,1997,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,86,86,17,17,17,75,75,75,0,0,0,0,0,276324000,1250000,1530,400,98485,0,3114015,42265,267901,21177,68503,15862,0.13955292,0.005913548,221.0592,3.825,,73.67833905,12.65056429,4.318686168,23.59884913,0.133639372
Feb-98,645-1998,4273,4273,2,USA,645,IRQ,1998,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,365,451,17,17,17,75,75,75,0,0,0,0,0,279702000,1428000,1510,420,98658,0,3126886,43361,274028,21800,69572,16241,0.14151686,0.006201804,195.8697479,3.595238095,,72.1128664,12.57009174,4.283726372,22.81866161,0.135315056
Feb-99,645-1999,4273,4273,2,USA,645,IRQ,1999,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,3,365,816,17,17,17,75,75,75,0,0,0,0,0,292147000,1500000,1490,420,97427,0,3161089,42590,276218,22450,70642,16629,0.14250799,0.006163667,194.7646667,3.547619048,,74.22139,12.3036971,4.248120753,23.12064892,0.136344323
Feb-00,645-2000,4273,4273,2,USA,645,IRQ,2000,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,4,366,1182,17,17,17,75,75,75,0,0,0,0,0,303136000,1400000,1366,429,101803,0,3283713,43024,278357,23115,75342,17035,0.14268766,0.006177414,216.5257143,3.184149184,,76.32281982,12.04226693,4.422776636,23.09828464,0.136510246
Feb-01,645-2001,4273,4273,2,USA,645,IRQ,2001,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,5,365,1547,17,17,17,75,75,75,0,0,0,0,0,322365000,1372000,1368,424,90104,0,3184088,46704,285112,24813,76419,17451,0.14141168,0.006408147,234.9599125,3.226415094,,68.17591641,11.4904284,4.379061372,22.06748378,0.135003533
Feb-02,645-2002,4273,4273,2,USA,645,IRQ,2002,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,6,365,1912,17,17,17,75,75,75,0,0,0,0,0,348555000,,1414,389,91587,0,3227356,49040,290270,25238,157321,11356,0.15347439,0.006673764,,3.63496144,,65.81068515,11.50130755,13.85355759,22.99667796,0.146800627
Feb-03,645-2003,4273,4273,2,USA,645,IRQ,2003,7,10,1997,2,5,2003,1,2,6,22,5,0,19,1,1,1,2,3,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,7,123,2035,20,20,20,100,100,100,0,0,0,0,0,404920000,,1427,389,93677,0,3243291,45840,292883,25960,159669,11673,0.15177245,0.006637954,,3.668380463,,70.75242147,11.28208783,13.67848882,22.86434297,0.145134496
645-1997,Feb-97,4273,4273,645,IRQ,2,USA,1997,7,10,1997,2,5,2003,0,0,0,18,4,0,19,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,86,86,17,17,17,75,75,75,0,0,0,0,0,1250000,276324000,400,1530,0,98485,42265,3114015,21177,267901,15862,68503,0.005913548,0.13955292,0.004523675,0.261437908,0,0.01357251,0.079047857,0.231551903,0.042374948,0.133639372
